Customer,Customer_Internal_ID,Frame,Item_Internal_ID,Sales_Price,Process,Step_Process,Coating,Foil_Material,Foil_Thickness,Colour,Attribute_Cost,Base_Cost
Criteria Labs,10979,Frameless,322606,130.0,Lasercut,None,None,PHD,2.0,Not Applicable,0.0,130.0
Sanmina - WI,11400,Frameless,322606,200.0,Lasercut,None,None,PHD,2.0,Not Applicable,0.0,200.0
Amentum,3845635,Frameless,322606,185.0,Lasercut,None,None,PHD,2.0,Not Applicable,0.0,185.0
Vergent Products (PS),42099,Frameless,322606,100.0,Lasercut,None,None,PHD,2.0,Not Applicable,0.0,100.0
Virtex (Orginally Circuit Technology Inc.),6035,Frameless,322606,142.0,Lasercut,None,None,PHD,2.0,Not Applicable,0.0,142.0
L3 HARRIS TECHNOLOGIES (GA),30530,Frameless,322606,150.0,Lasercut,None,None,PHD,2.0,Not Applicable,0.0,150.0
"Applied Research Associates, Inc. / AED (PS)",56833,Frameless,322606,165.0,Lasercut,None,None,PHD,2.0,Not Applicable,0.0,165.0
Best Proto,19881,Frameless,322606,177.0,Lasercut,None,None,PHD,2.0,Not Applicable,0.0,177.0
"Lexatys, LLC",3864587,Frameless,322606,80.0,Lasercut,None,None,PHD,2.0,Not Applicable,0.0,80.0
Sigmatron Intl,24479,Frameless,322606,250.0,Lasercut,None,None,PHD,2.0,Not Applicable,0.0,250.0
Qorvo (PS),42179,Frameless,322606,90.0,Lasercut,None,None,PHD,2.0,Not Applicable,0.0,90.0
Amphenol Printed Circuit Board Technology (APCBT),24831,Frameless,105029,327.0,Lasercut,None,Advanced Nano,PHD,2.0,Not Applicable,163.0,164.0
M / A COM,2054139,Frameless,322598,215.0,Lasercut,None,Nano Wipe,PHD,2.0,Not Applicable,40.0,175.0
Hughes Network Systems,19521,Frameless,322644,165.0,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,165.0
"BAE Systems, Inc. (Westminster, CO)",25430,Frameless,322644,40.0,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,40.0
Flextronics America LLC (Austin),5086,Frameless,322644,250.0,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,250.0
TTM Technologies (Syracuse),1130,Frameless,322644,188.0,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,188.0
"BAE Systems, Inc. (Westminster, CO)(PS)",42090,Frameless,322644,220.0,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,220.0
"KYOCERA AMERICA, INC. (PS)",42012,Frameless,322644,75.0,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,75.0
"KYOCERA AMERICA, INC. (PS)",42012,Frameless,322644,100.0,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,100.0
Raytheon Finance Shared Services (PS),42223,Frameless,322644,225.0,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,225.0
"BAE Systems, Inc. (Westminster, CO)(PS)",42090,Frameless,322644,0.0,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,0.0
Synqor,944,Frameless,322644,376.2478064457022,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,376.2478064457022
GAMA Electronics.,1264,Frameless,322644,235.0,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,235.0
RCE MANUFACTURING LLC,51043,Frameless,322644,55.0,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,55.0
Gentex Corp. : Gentex Corp (U),1273,Frameless,322644,164.0,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,164.0
Northrop Grumman MD,21824,Frameless,322644,80.0,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,80.0
Northrop Grumman Corporation,3864743,Frameless,322644,80.0,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,80.0
Raytheon (Dallas),15904,Frameless,322644,225.0,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,225.0
Raytheon (Dallas),15904,Frameless,322644,40.0,Lasercut,None,None,PHD,20.0,Not Applicable,0.0,40.0
Raytheon Finance Shared Services (PS),42223,Frameless,445668,375.0,Lasercut,None,Advanced Nano,PHD,20.0,Not Applicable,163.0,212.0
Raytheon Finance Shared Services (PS),42223,Frameless,443572,275.0,Lasercut,None,None,PHD,25.0,Not Applicable,0.0,275.0
Raytheon Finance Shared Services (PS),42223,Frameless,444491,425.0,Lasercut,None,Advanced Nano,PHD,25.0,Not Applicable,163.0,262.0
"MICROSS COMPONENTS, LLC (Corfin Industries)",17872,Frameless,105028,225.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,225.0
NPS LABS,717,Frameless,105028,121.06175644168104,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,121.06175644168104
"MICROSS COMPONENTS, LLC (Corfin Industries)",17872,Frameless,105028,150.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,150.0
"Schneider Electric ( Laredo, TX)",3626252,Frameless,105028,165.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,165.0
Allied Motion (OH),2317250,Frameless,105028,150.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,150.0
M / A COM,2054139,Frameless,105028,170.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,170.0
Micross Components (FL),33551,Frameless,105028,150.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,150.0
EPEC Engineered Technologies,53361,Frameless,105028,150.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,150.0
Brewer Science Inc. (MO) (JVIC - Springfield),69550,Frameless,105028,185.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,185.0
Tracer Inc. (CO)(PS),46650,Frameless,105028,178.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,178.0
Rockwell Automation (WI),19275,Frameless,105028,185.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,185.0
"CYBERTECH, INC",2068082,Frameless,105028,135.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,135.0
Qorvo CA (PS),3831442,Frameless,105028,90.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,90.0
Qorvo (PS),42179,Frameless,105028,90.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,90.0
PNC Inc,52041,Frameless,105028,135.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,135.0
NPS LABS,717,Frameless,105028,114.17053695390194,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,114.17053695390194
Amphenol Printed Circuit Board Technology (APCBT),24831,Frameless,105028,177.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,177.0
Nitto Bend Technologies (PS),42040,Frameless,105028,155.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,155.0
"BAE Systems, Inc. (Westminster, CO)(PS)",42090,Frameless,105028,100.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,100.0
Technet Design Corp. (MA),2232921,Frameless,105028,120.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,120.0
"Micross Components, LLC.(TX) (U)",1244,Frameless,105028,159.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,159.0
ON SHORE ASSEMBLY,2067866,Frameless,105028,120.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,120.0
Skyworks Solutions Inc. (CANADA),3870473,Frameless,105028,88.0945501187515,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,88.0945501187515
L3 Harris  (NJ),30671,Frameless,105028,150.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,150.0
Electronic Interconnect,11612,Frameless,105028,89.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,89.0
GE Global Research Centre (U),1269,Frameless,105028,165.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,165.0
"Dexter Research Center, Inc (U)",6088,Frameless,105028,175.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,175.0
"MacroFab, Inc",42706,Frameless,105028,109.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,109.0
J & J Technologies (U),12916,Frameless,105028,85.0,Lasercut,None,None,PHD,3.0,Not Applicable,0.0,85.0
Leidos Inc,44039,Frameless,441018,370.0,Lasercut,None,Advanced Nano,PHD,3.0,Not Applicable,163.0,207.0
Amphenol Printed Circuit Board Technology (APCBT),24831,Frameless,441018,327.0,Lasercut,None,Advanced Nano,PHD,3.0,Not Applicable,163.0,164.0
Tracer Inc. (CO)(PS),46650,Frameless,441018,360.0,Lasercut,None,Advanced Nano,PHD,3.0,Not Applicable,163.0,197.0
M / A COM,2054139,Frameless,105223,215.0,Lasercut,None,Nano Wipe,PHD,3.0,Not Applicable,40.0,175.0
Virtex (Orginally Circuit Technology Inc.),6035,Frameless,105223,142.0,Lasercut,None,Nano Wipe,PHD,3.0,Not Applicable,40.0,102.0
Amphenol Printed Circuit Board Technology (APCBT),24831,Frameless,105223,217.0,Lasercut,None,Nano Wipe,PHD,3.0,Not Applicable,40.0,177.0
Magnum Engineering LLC (MI),48097,Frameless,443761,125.0,Lasercut,None,None,PHD,3.5,Not Applicable,0.0,125.0
Raytheon Finance Shared Services (PS),42223,Frameless,444489,250.0,Lasercut,None,None,PHD,30.0,Not Applicable,0.0,250.0
"Coherent Thermal Solutions Marlow Industries, Inc",12710,Frameless,444489,196.0,Lasercut,None,None,PHD,30.0,Not Applicable,0.0,196.0
"Coherent Thermal Solutions Marlow Industries, Inc",12710,Frameless,444489,1.0,Lasercut,None,None,PHD,30.0,Not Applicable,0.0,1.0
Raytheon Finance Shared Services (PS),42223,Frameless,444489,325.0,Lasercut,None,None,PHD,30.0,Not Applicable,0.0,325.0
Raytheon Finance Shared Services (PS),42223,Frameless,444490,475.0,Lasercut,None,Advanced Nano,PHD,30.0,Not Applicable,163.0,312.0
Concept to Life Solutions Inc. (Formely Proto Advantage),7497,Frameless,105037,121.06175644168104,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,121.06175644168104
DIGITRAX INC-FL,2067928,Frameless,105037,150.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,150.0
Technet Design Corp. (MA),2232921,Frameless,105037,120.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,120.0
PNC Inc,52041,Frameless,105037,135.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,135.0
SIBEX INC.-#FL,2068087,Frameless,105037,150.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,150.0
"Keysight Technologies, Inc. (PS)",42187,Frameless,105037,125.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,125.0
BC DESIGN (C),49764,Frameless,105037,138.6812862437974,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,138.6812862437974
Microlynx,18146,Frameless,105037,108.35774496323303,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,108.35774496323303
"DBM Technologies, Inc.(PS)",42102,Frameless,105037,182.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,182.0
LIBERTY ENGINEERING,2055456,Frameless,105037,135.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,135.0
EPEC Engineered Technologies,53361,Frameless,105037,150.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,150.0
Litens Automotive Partnership,310843,Frameless,105037,93.41184910623538,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,93.41184910623538
INNOVOX MICROCIRCUIT INC,538,Frameless,105037,130.77658874872952,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,130.77658874872952
Carlton Ind.Corp,1171,Frameless,105037,145.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,145.0
Smiths Interconnect,58112,Frameless,105037,93.41184910623538,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,93.41184910623538
"Spectrum Advanced Manufacturing Technologies, Inc (PS)",46569,Frameless,105037,200.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,200.0
"QORVO US Inc, (TX)",12766,Frameless,105037,150.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,150.0
"Micross Components, LLC.(TX) (U)",1244,Frameless,105037,55.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,55.0
Brewer Science Inc. (MO) (JVIC - Springfield),69550,Frameless,105037,185.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,185.0
PNC Inc,52041,Frameless,105037,0.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,0.0
Vicor,1529,Frameless,105037,525.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,525.0
"QORVO US Inc, (TX)",12766,Frameless,105037,164.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,164.0
"Excel Electro Assembly, Inc",10838,Frameless,105037,120.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,120.0
GC Controls Inc,20918,Frameless,105037,295.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,295.0
NPS LABS,717,Frameless,105037,121.06175644168104,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,121.06175644168104
ADVANCED ENERGY INDUSTRIES INC,2070507,Frameless,105037,165.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,165.0
Brewer Science Inc. (MO) (JVIC - Springfield),69550,Frameless,105037,555.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,555.0
"Spectrum Advanced Manufacturing Technologies, Inc (PS)",46569,Frameless,105037,100.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,100.0
ZENTECH MANUFACTURING (TX),12762,Frameless,105037,95.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,95.0
M / A COM,2054139,Frameless,105037,170.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,170.0
Creative Circuits,306,Frameless,105037,100.8847970347342,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,100.8847970347342
Emcot Corp,31264,Frameless,105037,165.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,165.0
Amphenol Printed Circuit Board Technology (APCBT),24831,Frameless,105037,177.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,177.0
Task Micro Electronics Inc,949,Frameless,105037,0.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,0.0
"Digital Control Systems, Inc",35455,Frameless,105037,170.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,170.0
"AVP Circuits, LLC (NE)",1137172,Frameless,105037,170.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,170.0
"Excel Electro Assembly, Inc",10838,Frameless,105037,0.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,0.0
Twisted Traces Inc.,21903,Frameless,105037,147.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,147.0
ELemaster,45190,Frameless,105037,155.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,155.0
"HENWAY TECHNOLOGIES, LTD",24092,Frameless,105037,170.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,170.0
"Contrax Technologies, Inc",2063530,Frameless,105037,75.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,75.0
Microboard Processing Inc.,2619,Frameless,105037,300.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,300.0
TCS Electronics,19223,Frameless,105037,120.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,120.0
Phase Electronics,52345,Frameless,105037,125.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,125.0
L3 HARRIS TECHNOLOGIES (GA),30530,Frameless,105037,150.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,150.0
LUMENWERX ULC,31868,Frameless,105037,130.77658874872952,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,130.77658874872952
Accelerated Assemblies Inc,21675,Frameless,105037,147.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,147.0
MTRON PTI (FL),2310923,Frameless,105037,0.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,0.0
Microlynx,18146,Frameless,105037,102.18967813775174,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,102.18967813775174
RIMEX Supply Ltd,2382912,Frameless,105037,130.37993417575223,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,130.37993417575223
Electronic Interconnect,11612,Frameless,105037,89.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,89.0
Concept to Life Solutions Inc. (Formely Proto Advantage),7497,Frameless,105037,114.17053695390194,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,114.17053695390194
Brioconcept,15282,Frameless,105037,123.3323701662521,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,123.3323701662521
Tesla Fremont,55154,Frameless,105037,170.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,170.0
MITRE CORP,2067915,Frameless,105037,100.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,100.0
NANOWAVE TECHNOLOGIES INC,28746,Frameless,105037,126.85615217100217,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,126.85615217100217
INTEL CORPORATION JONES FARM CAMPUS,29399,Frameless,105037,0.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,0.0
JL MARINE SYSTEMS,2068143,Frameless,105037,150.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,150.0
SMT Elite Corp,3726498,Frameless,105037,88.0945501187515,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,88.0945501187515
ONYX INDUSTRIES INC. (MN),48513,Frameless,105037,165.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,165.0
Cysca Technologies (Sysacom),16670,Frameless,105037,158.5701902137527,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,158.5701902137527
Anaren,6506,Frameless,105037,109.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,109.0
The Electronic Assembly Inc. /  TEAC  (U),11532,Frameless,105037,150.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,150.0
Carlton Ind.Corp,1171,Frameless,105037,0.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,0.0
Windsor Mfg,8697,Frameless,105037,150.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,150.0
Axiom Electronics LLC  (U),12139,Frameless,105037,100.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,100.0
Motion Laboratories,3828397,Frameless,105037,165.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,165.0
Colorado Tech Shop (PS),43697,Frameless,105037,125.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,125.0
Ledsonflex,52757,Frameless,105037,123.3323701662521,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,123.3323701662521
Creative Circuits,306,Frameless,105037,95.14211412825162,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,95.14211412825162
"Trylene, Inc",16866,Frameless,105037,170.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,170.0
Circuits West (PS),50120,Frameless,105037,184.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,184.0
Printed Circuit Assembly,30843,Frameless,105037,145.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,145.0
XPtronics Inc,15338,Frameless,105037,140.9512801900024,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,140.9512801900024
"BAE Systems, Inc. (Westminster, CO)(PS)",42090,Frameless,105037,100.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,100.0
"Micross Components, LLC.(TX) (U)",1244,Frameless,105037,53.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,53.0
ON SHORE ASSEMBLY,2067866,Frameless,105037,120.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,120.0
Syntronic Production Services Canada Inc.,5269,Frameless,105037,140.9512801900024,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,140.9512801900024
Six Plus Electronics,3864672,Frameless,105037,0.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,0.0
Light Machinery Inc,34966,Frameless,105037,35.2378200475006,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,35.2378200475006
Six Plus Electronics,3864672,Frameless,105037,75.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,75.0
GAMA Electronics.,1264,Frameless,105037,176.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,176.0
IPS Assembly Corp (MI),29471,Frameless,105037,110.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,110.0
Precision Assembly Inc,24245,Frameless,105037,150.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,150.0
Ultra Electronics/Herley,17219,Frameless,105037,150.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,150.0
Best Proto,19881,Frameless,105037,177.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,177.0
Northrop Grumman MD,21824,Frameless,105037,80.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,80.0
Light Machinery Inc,34966,Frameless,105037,281.9025603800048,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,281.9025603800048
Sigmatron Intl,24479,Frameless,105037,250.0,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,250.0
LDA Technlogies,2673587,Frameless,105037,123.3323701662521,Lasercut,None,None,PHD,4.0,Not Applicable,0.0,123.3323701662521
"InSource Technologies, Inc",14143,Frameless,105126,315.0,Lasercut,None,Advanced Nano,PHD,4.0,Not Applicable,163.0,152.0
"STF Solutions, Inc. (PS)",42095,Frameless,105126,335.0,Lasercut,None,Advanced Nano,PHD,4.0,Not Applicable,163.0,172.0
"AVP Circuits, LLC (NE)",1137172,Frameless,105126,320.0,Lasercut,None,Advanced Nano,PHD,4.0,Not Applicable,163.0,157.0
"BAE Systems, Inc. (Westminster, CO)(PS)",42090,Frameless,105126,294.0,Lasercut,None,Advanced Nano,PHD,4.0,Not Applicable,163.0,131.0
Rakon Ltd,21998,Frameless,105126,365.0,Lasercut,None,Advanced Nano,PHD,4.0,Not Applicable,163.0,202.0
Raytheon Technologies-Raytheon Missiles and Defense (PS),518688,Frameless,105126,35.55,Lasercut,None,Advanced Nano,PHD,4.0,Not Applicable,163.0,-127.45
Amphenol Printed Circuit Board Technology (APCBT),24831,Frameless,105126,327.0,Lasercut,None,Advanced Nano,PHD,4.0,Not Applicable,163.0,164.0
EPEC Engineered Technologies,53361,Frameless,105126,300.0,Lasercut,None,Advanced Nano,PHD,4.0,Not Applicable,163.0,137.0
"Digital Control Systems, Inc",35455,Frameless,105126,320.0,Lasercut,None,Advanced Nano,PHD,4.0,Not Applicable,163.0,157.0
Raytheon Technologies-Raytheon Missiles and Defense (PS),518688,Frameless,105126,295.0,Lasercut,None,Advanced Nano,PHD,4.0,Not Applicable,163.0,132.0
ATC Power,3864667,Frameless,456275,291.0,Lasercut,None,Nano Slic,PHD,4.0,Not Applicable,163.0,128.0
ATC Power,3864667,Frameless,456275,0.0,Lasercut,None,Nano Slic,PHD,4.0,Not Applicable,163.0,-163.0
Rakon Ltd,21998,Frameless,105224,238.0,Lasercut,None,Nano Wipe,PHD,4.0,Not Applicable,40.0,198.0
M / A COM,2054139,Frameless,105224,215.0,Lasercut,None,Nano Wipe,PHD,4.0,Not Applicable,40.0,175.0
ELemaster,45190,Frameless,105224,0.0,Lasercut,None,Nano Wipe,PHD,4.0,Not Applicable,40.0,-40.0
SMAC,2068105,Frameless,105224,150.0,Lasercut,None,Nano Wipe,PHD,4.0,Not Applicable,40.0,110.0
Rakon Ltd,21998,Frameless,105224,257.0,Lasercut,None,Nano Wipe,PHD,4.0,Not Applicable,40.0,217.0
Technet Design Corp. (MA),2232921,Frameless,105224,160.0,Lasercut,None,Nano Wipe,PHD,4.0,Not Applicable,40.0,120.0
ON SHORE ASSEMBLY,2067866,Frameless,105224,180.0,Lasercut,None,Nano Wipe,PHD,4.0,Not Applicable,40.0,140.0
Carlton Ind.Corp,1171,Frameless,105224,195.0,Lasercut,None,Nano Wipe,PHD,4.0,Not Applicable,40.0,155.0
Applicad Inc.,7100,Frameless,105224,165.0,Lasercut,None,Nano Wipe,PHD,4.0,Not Applicable,40.0,125.0
"Spectrum Advanced Manufacturing Technologies, Inc (PS)",46569,Frameless,105224,244.0,Lasercut,None,Nano Wipe,PHD,4.0,Not Applicable,40.0,204.0
Virtex (MA),11655,Frameless,105224,195.0,Lasercut,None,Nano Wipe,PHD,4.0,Not Applicable,40.0,155.0
Ledsonflex,52757,Frameless,445192,138.24953667722835,Lasercut,None,None,PHD,4.7,Not Applicable,0.0,138.24953667722835
ThermOmegaTech (PA),43098,Frameless,105025,145.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,145.0
M / A COM,2054139,Frameless,105025,170.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,170.0
ACI-PCB,48661,Frameless,105025,95.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,95.0
PNC Inc,52041,Frameless,105025,135.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,135.0
ELemaster,45190,Frameless,105025,155.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,155.0
Jemba9 Technology Corporation (PS),46526,Frameless,105025,206.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,206.0
EPEC Engineered Technologies,53361,Frameless,105025,150.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,150.0
Advanced Illumination,38698,Frameless,105025,135.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,135.0
LIBERTY ENGINEERING,2055456,Frameless,105025,135.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,135.0
"Imagineering, Inc",15656,Frameless,105025,157.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,157.0
Microchip Technology Inc. (MA),2064140,Frameless,105025,165.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,165.0
Ecotech Marine,32491,Frameless,105025,150.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,150.0
Semilab SDI,44503,Frameless,105025,177.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,177.0
"AVP Circuits, LLC (NE)",1137172,Frameless,105025,170.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,170.0
Advance Circuit Technology (NY),6199,Frameless,105025,135.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,135.0
"DBM Technologies, Inc.(PS)",42102,Frameless,105025,182.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,182.0
SYNERGX Technologies Inc,35154,Frameless,105025,80.70783762778737,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,80.70783762778737
CORE ASSEMBLIES inc,2055354,Frameless,105025,120.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,120.0
"STF Solutions, Inc. (PS)",42095,Frameless,105025,155.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,155.0
ProGrAnalog,51982,Frameless,105025,100.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,100.0
Nidec Mobility America Corpo (Omron Automotive) St. Charles IL - (U),6187,Frameless,105025,177.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,177.0
EEI MFG. SERVICES,2070471,Frameless,105025,150.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,150.0
"Trylene, Inc",16866,Frameless,105025,125.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,125.0
AirBorn (TX),34767,Frameless,105025,177.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,177.0
IPS Assembly Corp (MI),29471,Frameless,105025,110.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,110.0
"Spectrum Advanced Manufacturing Technologies, Inc (PS)",46569,Frameless,105025,200.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,200.0
XPtronics Inc,15338,Frameless,105025,149.4589585699766,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,149.4589585699766
"MPC Design Technologies, Inc",17102,Frameless,105025,155.0,Lasercut,None,None,PHD,5.0,Not Applicable,0.0,155.0
